Data,Situation,spam
সবার সবকিছু সহ্য করতে পারে না,dep,1
সভ্যতা খুব নিষ্ঠুরভাবে নিষ্পাপ ভালবাসা গুলোকে ধুমরে মুচরে দেয়,dep,1
সমগ্র অস্তিত্ব কেমন ব্যাকুল হয়ে থাকে তোমার একটু ছোঁয়া পেতে!,dep,1
"সময় অতিবাহিত হয়, পরিস্থিতি বদলায় না",dep,1
"সময় চলে যায়, বেলা শেষ হয় কিন্তু আমার অপেক্ষার শেষ হয় না",dep,1
"সময় না দেওয়ার ফলে , অনেক মধুর সম্পর্ক বিচ্ছেদে গড়ায় ।",dep,1
"সময় মানুষকে অনেক কিছু মানিয়ে নেওয়া শিখায়, এতে কষ্ট পাওয়ার কিছু নেই",dep,1
সময়ের পরিবর্তনে তার মধ্যেই আমি অনেক ঘৃণা আর অবহেলা দেখেছি।,dep,1
সময় আসলে মানুষের আসল রূপ চেনা যায়,dep,1
সময় নেই তবু স্মৃতি তোমাকেই কাছে চাই,dep,1
সময় ফুরাক তবু না হারাক একাকীত্ব আমায়.,dep,1
সময় বড়ই নিষ্টুর,dep,1
সময়ের চাওয়া পাওয়ারর স্বাদ অসময়ে গ্রহন ছাড়া আর কিছু না।,dep,1
সময়ের ব্যবধানে আমার সে আজ অন্যকারো,dep,1
সময়ের সাথে সাথে প্রকৃতি ঠিকই তার শোধ তুলে নেয়।,dep,1
"সময়ের সাথে সাথে সবাই পরিবর্তন হয়ে যাবে,",dep,1
সময়ের সাথে-সাথে বন্ধুত্ব বাস্তবতার কাছে হার মানায়,dep,1
সময়ের সৃষ্টি করে দেওয়া শূন্যস্থান বড্ড ভয়ংকর,dep,1
সময়ের সৃষ্টি করে দেওয়া শূন্যস্থান বড্ড ভয়ংকর।,dep,1
সম্পর্ক ভেঙে যাবার অনেক দিন পর স্মৃতিগুলো মনে পড়ে যায়,dep,1
সম্পর্কে ঢিলেঢালা ভাব থাকলে বিচ্ছেদ হয়।,dep,1
সম্পর্কে স্বাধীনতা না থাকলে বিচ্ছেদ হয়।,dep,1
সম্ভবত সময়ের সাথে সাথে এই ধবংসের সময় বিলুপ্ত হয়ে যাবে,dep,1
সম্মান নাহ থাকলে সেখানে সম্পর্কও থাকে নাহ।,dep,1
সরাসরি চোখের দিকে তাকিয়ে কেউ মিথ্যা বলতে পারে না।,dep,1
সর্বোচ্চ কাছে আসার চেষ্টা থাকা সত্ত্বেও যদি কোনো প্রতিশ্রুতিই না থাকে…,dep,1
সস্তা জিনিসের মূল্য কম,dep,1
সহজে পাওয়া জিনিস বেশিদিন থাকে না,dep,1
"সহজেই ভালোবাসার মতো যদি তাকে ভুলা সহজ হতো,মুছে যেত যদি সব ক্ষত",dep,1
সহস্রাধিক বছর পার হয়ে যাবে তবু কথা হবে না,dep,1
সহ্য করতে করতে এক সময় অসহ্য মনে হয়,dep,1
"সহ্য শক্তি বেড়ে গেলে মানুষ আর কাঁদে না, হাসে!'",dep,1
সহ্য শক্তি বেড়ে গেলে হাসতে হাসতেও চোখ দিয়ে পানি পড়ে,dep,1
সাগর বুঝিনি কিন্তু সাগর সমান কষ্ট দিয়ে গেছে ঠিকি,dep,1
"সাধনা ছাড়া যে তোমাকে পেয়ে গেলো, সে কখনো বুঝবে না তুমি কতোটা মূল্যবান!",dep,1
সান্নিধ্যে বুঝিনি ভেতরে কতটা সাগর ছিল,dep,1
সামনের পথও বন্ধ ঘুষখোর ও কর্মসংস্থানের অভাবের জন্য,dep,1
"সারা জীবন অন্ধ হয়েই থাকেন, চোখ খুলিয়েন না কখনো, চোখ খুলে যেটা দেখবেন সেটা হয়ত সহ্য করতে পারবেন নাহ",dep,1
সারা দিন মানুষ অভিনয় করে যায়। কিন্তু মাঝরাতে মানুষ অভিনয়ের কাছে হেরে যায়..,dep,1
সারাক্ষণ তার ছবি আগলে ধরে মন খারাপ করা বন্ধ করতে হবে,dep,1
সারাজীবন দুজনে এক সাথে থাকলেও মনের মানুষ কে চেনা যায় না,dep,1
